cgpa,iq_score,tenth_percentage,twelfth_percentage,graduation_percentage,internships,projects,technical_skills_score,communication_score,backlogs,certifications,work_experience_months,branch,placement_status,package_lpa
5.31,105,63.4,69.51,70.52,4,4,8.09,3.5,0,1,0,ME,Not Placed,
8.76,90,70.67,57.53,84.42,2,2,6.69,5.39,0,0,0,IT,Placed,9.96
7.1,106,72.15,80.39,75.83,1,3,5.18,,0,0,0,IT,Not Placed,
9.63,95,92.26,70.82,78.24,3,1,4.2,6.66,0,4,0,ECE,Placed,8.37
8.37,93,86.84,85.32,73.96,1,2,7.76,5.86,0,1,0,ECE,Placed,7.74
7.75,91,78.35,97.11,78.71,3,1,6.85,5.54,1,0,0,ME,Placed,6.54
6.64,107,80.17,73.73,64.27,1,3,7.32,5.33,1,1,0,CE,Not Placed,
6.27,87,64.56,63.46,74.54,0,2,6.51,4.97,0,1,0,EE,Not Placed,
5.66,86,76.98,83.21,76.07,2,2,5.43,4.55,0,1,6,CSE,Not Placed,
4.74,106,77.37,70.33,69.75,1,1,5.47,5.68,0,0,0,EE,Not Placed,
4.51,113,71.69,78.09,74.91,1,3,5.71,6.3,2,0,0,IT,Not Placed,
7.28,87,90.47,84.15,63.17,0,1,2.92,8.52,1,1,0,IT,Not Placed,
7.94,131,66.47,58.32,67.43,1,1,4.41,4.89,0,2,0,ECE,Placed,5.36
4.99,93,85.12,71.41,67.06,0,0,5.38,3.55,1,2,0,ECE,Not Placed,
6.63,79,79.01,61.03,66.78,0,1,3.26,3.7,0,1,0,CSE,Not Placed,
5.81,76,77.03,76.05,65.3,4,2,8.76,8.84,0,1,0,EE,Placed,7.57
7.92,116,57.15,73.97,76.67,0,4,6.17,4.82,0,2,0,ME,Placed,5.46
8.1,75,74.52,80.8,68.59,1,4,4.11,6.77,0,1,0,EE,Placed,6.36
9.33,90,80.32,71.84,63.0,4,1,5.74,5.19,0,0,2,CE,Placed,8.52
7.46,104,86.6,79.68,76.7,2,2,6.88,2.53,1,0,0,IT,Placed,6.71
7.7,106,95.35,95.22,77.77,3,1,0.48,7.68,0,1,0,CE,Placed,6.05
6.09,105,84.5,68.72,78.92,1,2,9.24,3.2,0,1,3,EE,Placed,7.94
7.68,100,78.95,73.02,72.53,2,1,4.9,8.4,1,0,0,IT,Not Placed,
8.58,106,78.81,83.15,64.07,0,1,8.08,5.87,1,0,0,ECE,Placed,8.32
6.01,105,83.47,79.69,67.04,1,1,7.5,3.14,1,1,0,ECE,Not Placed,
10.0,113,96.14,87.97,67.0,0,2,6.86,6.86,1,1,0,ME,Placed,7.62
5.82,82,100.0,80.4,80.52,0,2,6.33,8.85,0,2,12,ECE,Placed,4.47
6.27,92,89.49,73.25,71.13,1,4,4.09,5.9,1,1,0,CSE,Not Placed,
8.17,94,94.22,66.38,65.99,1,1,9.43,9.27,0,2,0,ME,Placed,9.6
6.55,93,64.57,85.28,73.49,1,0,3.22,4.77,1,0,0,IT,Not Placed,
6.24,102,76.78,67.42,69.28,0,5,3.28,3.45,1,1,0,CSE,Not Placed,
7.82,73,89.47,73.31,63.58,2,4,5.54,2.45,0,2,0,IT,Not Placed,
6.26,81,66.32,73.34,87.64,1,1,1.42,5.98,0,2,0,CE,Not Placed,
6.93,124,81.92,65.91,74.26,4,6,7.24,7.81,0,1,0,ECE,Placed,7.33
8.02,81,81.41,81.96,76.63,1,2,6.16,10.0,1,1,0,ME,Placed,7.9
6.11,95,72.67,71.93,74.49,0,1,4.34,5.46,1,0,0,ECE,Not Placed,
8.37,103,60.4,90.41,69.82,1,2,3.12,5.4,0,0,16,ECE,Placed,5.84
6.23,100,84.32,71.74,75.14,2,3,3.7,5.97,0,0,20,CSE,Not Placed,
5.68,104,73.2,74.11,61.92,0,0,5.33,5.35,0,0,0,EE,Not Placed,
6.58,89,63.03,77.03,67.61,1,1,6.43,8.21,0,2,2,EE,Placed,5.64
7.81,105,75.0,73.05,69.19,1,2,7.62,5.97,0,0,0,ECE,Placed,10.02
7.3,77,72.63,78.86,86.35,2,1,8.35,8.02,0,0,0,IT,Placed,10.13
6.28,108,75.62,75.06,68.06,1,2,10.0,4.98,1,0,0,IT,Placed,7.06
6.15,100,78.57,70.69,63.2,1,4,3.62,4.31,0,2,0,CSE,Not Placed,
6.14,78,81.58,64.98,90.94,1,0,6.62,4.03,0,0,0,CSE,Not Placed,
7.39,99,89.31,74.41,64.76,2,3,2.01,7.36,0,1,0,ECE,Placed,6.19
8.9,93,83.18,86.3,81.3,1,0,8.34,7.11,0,0,2,CSE,Placed,8.85
8.37,90,88.77,72.56,69.23,2,5,6.98,6.59,1,0,0,CSE,Placed,7.88
5.82,102,88.93,71.07,67.49,1,2,1.05,9.13,0,0,12,ECE,Not Placed,
5.55,71,61.54,100.0,75.71,1,2,6.84,7.15,1,1,0,ECE,Not Placed,
5.71,103,80.41,100.0,65.87,3,3,5.2,8.3,0,2,0,CSE,Not Placed,
6.81,93,60.98,70.71,66.58,1,3,7.96,6.97,0,1,0,ECE,Placed,5.43
5.4,116,77.86,60.19,68.26,1,2,7.25,4.87,1,0,0,CE,Not Placed,
9.97,93,82.77,79.29,51.97,0,3,4.28,7.27,1,0,0,ECE,Placed,4.36
7.43,90,68.1,82.47,64.1,0,5,7.51,5.87,0,0,0,CSE,Not Placed,
5.92,123,92.96,71.44,75.79,1,1,4.43,3.88,0,1,0,CSE,Placed,5.38
8.06,107,80.98,79.39,77.18,3,1,8.01,7.32,0,2,0,CE,Placed,7.45
7.13,117,71.01,65.96,67.87,1,1,5.63,5.03,1,1,0,ECE,Not Placed,
8.23,92,73.46,66.75,73.81,0,0,0.71,3.57,0,1,0,CSE,Not Placed,
5.06,88,85.89,72.41,60.31,0,3,6.39,4.51,0,0,0,CSE,Not Placed,
5.28,112,73.62,57.25,64.81,1,3,3.47,6.1,1,1,0,CSE,Not Placed,
6.01,112,85.9,58.18,88.51,1,6,5.79,8.16,1,0,0,CE,Not Placed,
6.1,110,76.14,63.43,56.76,2,5,5.76,4.24,1,0,0,CSE,Not Placed,
7.11,100,89.01,86.1,56.08,2,3,6.54,2.05,2,1,3,IT,Not Placed,
8.18,101,86.46,83.88,81.98,0,1,6.55,9.44,0,1,0,CSE,Placed,9.89
6.55,99,64.33,75.39,71.18,0,2,6.59,6.23,0,1,0,ECE,Placed,5.08
6.6,103,81.62,72.17,68.66,0,3,6.65,5.18,0,1,0,ME,Not Placed,
5.92,91,85.49,80.08,80.74,2,2,6.82,5.47,1,3,0,ME,Not Placed,
8.06,106,81.51,79.59,83.77,1,4,3.47,5.08,1,0,0,ECE,Not Placed,
4.63,87,72.03,97.18,66.52,1,1,5.07,2.94,1,0,0,CSE,Not Placed,
7.31,128,87.26,93.39,85.01,1,4,6.07,7.53,0,0,0,CSE,Not Placed,
6.5,96,81.34,75.84,70.55,1,1,5.91,5.1,0,0,0,EE,Not Placed,
6.63,109,69.27,72.32,70.58,2,3,2.11,6.91,0,1,0,CSE,Not Placed,
6.24,99,69.17,76.01,76.34,1,2,4.61,4.34,1,0,0,CSE,Placed,6.85
7.57,77,76.19,61.71,72.89,0,2,5.33,7.47,0,2,0,IT,Placed,6.87
5.24,99,83.12,83.97,68.54,2,3,10.0,3.47,0,2,0,ECE,Placed,8.2
6.49,96,82.05,70.37,76.49,0,3,6.35,5.43,1,2,0,ECE,Not Placed,
6.07,101,70.64,69.92,65.25,2,3,7.74,7.11,0,0,0,IT,Placed,4.53
6.98,82,73.18,100.0,64.64,2,4,10.0,6.35,0,0,0,ME,Placed,8.23
4.92,100,83.5,95.17,64.13,2,3,4.56,6.25,0,1,0,ECE,Not Placed,
6.5,139,92.93,71.99,79.4,0,0,8.53,6.17,2,0,0,CSE,Not Placed,
8.4,100,88.99,70.37,69.23,1,1,5.42,6.71,2,1,0,EE,Not Placed,
7.18,137,79.55,79.28,81.51,1,2,8.87,8.15,0,1,3,ECE,Placed,6.75
8.0,80,77.82,69.36,72.98,1,3,8.62,4.3,2,2,0,ECE,Not Placed,
6.24,102,80.74,61.01,65.11,1,3,3.43,9.02,1,1,0,EE,Not Placed,
8.52,85,71.31,84.98,67.64,1,3,7.29,7.27,0,0,11,CSE,Placed,6.9
7.88,93,89.31,74.44,67.63,1,3,9.36,8.82,0,3,0,ECE,Not Placed,
5.81,72,85.59,65.8,67.12,1,4,5.85,5.82,0,2,0,EE,Not Placed,
7.04,109,72.41,87.03,72.28,3,3,5.86,8.0,0,1,1,CSE,Placed,6.65
7.93,91,79.26,76.81,66.97,0,3,7.09,8.89,0,2,0,ECE,Placed,7.57
6.03,111,67.38,80.2,52.94,0,3,4.2,6.08,1,4,0,CSE,Not Placed,
7.55,85,96.23,82.32,87.6,2,2,3.5,7.3,1,1,0,ME,Not Placed,
8.25,99,93.73,96.54,78.78,1,2,2.83,7.83,1,2,0,EE,Placed,6.52
5.17,114,99.88,62.06,69.77,2,6,7.87,8.82,1,4,0,ECE,Not Placed,
7.43,91,90.03,77.2,80.36,1,1,8.83,3.03,1,1,0,CSE,Placed,7.37
6.06,111,82.11,58.16,81.2,2,7,7.12,5.99,0,0,0,EE,Placed,8.3
6.58,98,76.57,60.85,61.61,0,6,4.22,4.66,0,0,0,ECE,Not Placed,
8.63,118,80.74,79.23,69.71,1,2,6.33,6.44,0,1,0,ECE,Placed,5.22
6.76,98,86.01,67.98,92.73,0,7,6.23,8.18,0,2,3,IT,Not Placed,
7.86,105,87.27,62.39,71.43,0,1,8.75,6.17,1,1,0,IT,Placed,8.31
5.05,85,86.32,65.77,67.99,0,1,4.75,6.86,0,4,0,CSE,Not Placed,
5.45,92,82.21,74.33,66.36,4,1,2.14,5.2,0,1,0,ECE,Not Placed,
6.83,112,87.4,82.72,82.96,0,4,7.66,5.7,0,0,0,CSE,Placed,4.01
6.82,100,77.7,83.71,67.34,2,3,7.11,5.86,0,2,0,ECE,Placed,7.49
6.49,111,76.69,75.17,60.41,0,3,9.24,5.47,0,2,0,CSE,Placed,6.39
8.49,75,74.97,85.0,81.02,4,1,4.81,6.81,0,2,0,ECE,Placed,7.94
6.01,90,70.13,71.72,82.44,0,4,7.47,7.61,1,1,0,ME,Not Placed,
6.17,121,83.99,75.41,69.33,0,4,5.62,6.24,1,2,0,ME,Not Placed,
4.53,93,67.96,84.69,69.08,0,2,7.87,4.51,1,1,0,CSE,Not Placed,
7.82,119,99.33,80.61,67.49,1,2,9.18,8.3,0,1,5,ECE,Placed,8.69
6.36,105,63.58,79.11,71.6,3,3,2.48,5.36,0,1,0,CSE,Placed,7.14
6.13,88,74.82,79.04,71.74,2,6,8.42,2.35,0,1,0,CE,Not Placed,
5.02,113,73.58,67.06,72.71,2,0,10.0,6.63,1,1,0,CSE,Not Placed,
7.91,91,84.06,67.49,83.8,1,0,5.35,3.76,0,0,0,CE,Placed,6.74
7.76,72,73.6,69.04,80.62,4,3,9.02,3.42,1,0,0,ME,Not Placed,
7.22,93,94.8,81.0,68.68,1,8,6.82,3.72,1,1,0,ECE,Placed,6.57
7.94,78,73.5,72.4,76.27,0,3,4.31,7.49,0,2,0,IT,Not Placed,
7.53,83,86.12,84.53,63.91,3,1,4.87,4.26,0,0,0,CSE,Placed,9.78
7.3,92,85.34,62.53,75.09,0,4,8.37,5.81,1,1,0,CSE,Placed,9.07
6.18,84,65.58,72.44,76.37,0,8,7.45,10.0,1,2,0,EE,Placed,4.96
7.39,78,78.57,69.64,58.28,1,3,4.24,5.09,0,0,2,IT,Not Placed,
7.0,102,65.87,58.81,91.17,2,2,3.43,7.61,1,0,0,EE,Not Placed,
7.38,77,85.11,81.54,68.27,1,2,8.57,5.37,2,3,0,CSE,Placed,7.44
7.66,101,83.72,79.59,54.14,1,3,6.23,6.07,0,1,1,ME,Not Placed,
8.25,100,71.48,86.63,76.57,0,4,3.18,8.49,1,1,0,IT,Placed,7.18
7.44,88,82.71,62.06,70.06,2,2,6.94,8.41,0,1,0,CSE,Placed,6.82
7.85,74,94.74,73.35,77.99,0,2,5.92,5.79,0,0,0,EE,Not Placed,
7.1,108,65.02,69.61,75.7,1,4,7.1,,1,1,0,CE,Placed,5.11
6.31,124,79.63,65.75,68.54,2,6,10.0,5.06,0,2,0,CSE,Placed,7.09
6.9,109,72.44,63.74,80.18,3,4,2.48,6.7,1,0,0,IT,Not Placed,
8.06,96,68.31,67.75,79.27,0,6,8.93,6.41,1,0,0,IT,Placed,9.75
7.22,100,84.54,93.4,64.3,0,2,3.99,7.0,0,1,0,IT,Not Placed,
6.12,107,68.34,93.49,66.55,1,5,8.25,6.77,0,0,0,IT,Placed,4.48
8.21,85,79.66,61.75,70.91,1,1,6.44,6.59,0,0,0,IT,Placed,6.86
6.66,116,63.51,68.17,84.99,3,2,0.0,7.17,0,2,0,IT,Placed,4.18
6.87,101,74.57,70.53,65.89,0,5,6.32,8.99,0,1,31,CSE,Placed,5.76
6.31,117,80.48,80.6,75.21,1,5,5.99,6.63,0,0,0,CSE,Not Placed,
6.67,131,99.18,74.26,74.98,2,1,6.29,4.65,0,0,0,ECE,Placed,6.02
7.1,114,65.46,71.76,59.2,0,0,6.21,5.53,0,1,0,EE,Placed,6.38
5.93,110,72.16,66.75,62.18,2,1,7.68,2.09,1,0,0,ME,Not Placed,
6.44,88,60.73,83.22,58.05,0,1,8.86,7.6,0,1,0,CSE,Not Placed,
6.76,91,63.3,81.37,67.95,3,2,5.44,6.33,2,0,0,CE,Not Placed,
8.89,98,64.2,84.38,61.88,2,2,5.79,3.9,1,1,0,IT,Placed,7.06
8.81,116,79.9,79.65,62.43,0,0,9.31,3.18,0,1,0,IT,Placed,7.86
6.74,78,70.43,75.0,81.52,3,2,8.22,1.9,0,4,1,EE,Placed,5.6
4.67,97,88.59,75.89,60.96,1,3,5.69,6.59,1,3,3,IT,Not Placed,
7.34,104,71.47,70.93,79.77,0,3,8.37,6.94,0,3,0,ECE,Placed,7.34
4.08,98,68.47,78.06,84.63,1,4,4.82,7.02,1,2,0,CSE,Not Placed,
4.0,102,79.63,74.9,71.52,1,3,6.31,4.5,0,1,3,ECE,Not Placed,
9.53,79,72.03,57.19,59.83,3,1,6.98,5.58,0,2,0,ECE,Placed,9.53
5.72,109,74.14,75.93,63.47,2,2,1.52,6.9,0,1,4,CSE,Not Placed,
7.33,95,98.4,91.43,73.92,2,3,6.2,6.34,0,1,0,ECE,Placed,6.71
6.68,109,84.76,75.99,68.29,1,0,5.5,4.99,2,0,0,CSE,Not Placed,
5.07,111,88.91,70.49,81.32,2,2,8.7,3.66,0,0,12,CSE,Not Placed,
6.66,109,77.08,81.08,67.6,1,3,4.79,7.4,0,3,0,ECE,Placed,6.81
8.34,104,74.01,60.76,85.17,1,2,4.5,6.1,0,4,0,CSE,Placed,6.49
6.17,76,94.14,65.15,66.0,2,2,8.19,3.72,0,0,1,CSE,Not Placed,
8.35,91,59.36,82.2,75.67,1,0,4.37,8.34,1,0,0,EE,Placed,6.72
8.55,112,70.85,67.07,67.5,0,1,7.91,8.04,2,2,0,CSE,Placed,8.0
7.7,95,82.55,79.5,75.16,0,4,5.98,6.79,1,2,0,ECE,Placed,6.26
7.75,79,74.76,85.83,68.33,2,3,7.11,4.97,1,0,0,ECE,Placed,7.93
8.83,113,69.63,82.38,69.69,2,6,6.84,4.85,1,1,0,CSE,Placed,8.91
6.5,115,74.87,77.04,71.95,1,3,4.95,8.91,1,1,0,ECE,Placed,3.75
6.09,87,69.93,65.09,55.73,0,1,6.19,6.25,0,0,0,IT,Placed,4.22
7.13,81,76.79,83.74,74.66,0,3,6.48,7.18,0,0,8,ECE,Not Placed,
6.99,101,70.18,72.82,90.5,3,2,6.56,9.2,1,2,1,EE,Placed,6.79
7.73,119,80.19,62.93,73.68,1,2,4.55,4.99,2,0,0,CSE,Placed,4.02
6.96,123,66.7,76.59,68.76,2,1,5.33,5.28,0,3,0,IT,Placed,4.62
6.26,96,69.85,66.98,80.26,2,2,9.82,7.16,0,3,0,IT,Placed,7.98
7.91,98,72.95,67.15,65.78,1,2,5.06,7.42,0,0,0,ECE,Placed,7.16
8.71,96,76.1,66.5,79.81,1,3,8.01,4.22,0,0,12,IT,Placed,9.57
7.12,92,86.5,85.34,77.3,2,1,2.58,6.62,0,1,0,CSE,Placed,7.58
7.25,86,91.19,85.84,71.06,0,5,4.47,8.17,0,0,0,IT,Placed,5.15
7.59,80,77.92,,68.38,2,4,1.81,6.76,1,0,0,ME,Placed,6.11
5.28,108,71.48,78.12,85.72,0,4,4.6,6.8,0,0,0,ME,Not Placed,
5.35,124,75.13,71.27,81.6,1,1,7.12,8.52,0,1,0,IT,Placed,5.36
5.36,109,100.0,64.39,71.8,1,1,5.97,7.01,0,1,0,IT,Not Placed,
7.23,75,86.16,87.43,77.71,2,4,5.12,6.08,0,0,0,IT,Not Placed,
6.81,78,79.73,76.19,75.98,0,2,8.11,7.14,1,1,0,ME,Not Placed,
7.37,76,63.98,76.62,79.52,0,4,7.19,7.25,0,1,7,ME,Placed,4.14
4.87,74,62.97,85.46,84.47,1,4,5.97,7.17,0,2,0,CSE,Not Placed,
5.23,81,79.85,86.7,81.18,2,0,8.54,8.0,0,0,3,EE,Placed,4.47
6.56,72,69.32,99.73,65.62,1,0,5.43,8.1,0,0,0,IT,Not Placed,
6.96,106,77.41,99.21,64.47,0,1,6.25,2.25,0,0,0,ME,Not Placed,
6.71,116,68.25,77.45,73.16,0,1,5.35,5.7,1,0,0,CSE,Placed,5.62
4.53,107,74.29,56.63,68.71,2,5,6.12,5.12,0,0,0,CSE,Not Placed,
9.45,119,75.72,57.82,63.56,0,1,2.77,5.27,2,2,0,CSE,Placed,7.05
6.89,118,67.0,92.69,71.01,1,5,6.46,4.86,1,1,11,ECE,Placed,6.64
7.6,109,85.31,69.4,84.68,1,4,9.48,7.95,2,1,0,CSE,Placed,10.04
8.09,106,75.95,76.01,67.9,2,1,4.92,7.45,1,0,0,CSE,Placed,7.75
5.98,75,76.12,69.12,65.9,1,1,5.43,8.27,0,1,0,ME,Not Placed,
7.26,72,73.97,73.89,58.91,2,0,4.35,4.52,0,1,0,CE,Placed,5.61
5.72,94,85.06,85.22,76.3,0,2,7.28,6.46,0,2,0,CSE,Not Placed,
7.01,96,84.96,72.39,67.35,0,2,4.55,4.19,2,0,0,EE,Not Placed,
6.2,93,76.43,79.69,67.86,2,1,6.72,8.9,0,1,0,ECE,Not Placed,
7.6,143,74.69,62.81,60.08,2,2,2.45,4.99,3,0,18,EE,Not Placed,
7.22,112,69.68,66.42,67.33,1,2,3.23,6.66,0,0,0,EE,Not Placed,
7.0,105,80.12,87.72,80.81,1,2,3.14,5.08,1,0,0,IT,Placed,6.95
7.09,92,84.0,57.63,67.99,1,1,5.17,7.06,0,2,0,CSE,Placed,6.34
9.86,89,85.67,83.82,66.02,0,6,5.82,7.8,0,1,0,CSE,Placed,9.76
7.33,95,78.4,73.37,65.15,0,2,5.04,6.45,1,2,8,ECE,Not Placed,
6.93,106,82.39,81.89,70.07,2,1,9.12,5.66,0,1,0,IT,Placed,6.26
7.37,90,76.06,62.97,70.26,1,3,2.78,8.57,1,0,0,IT,Not Placed,
6.5,90,84.26,52.89,70.35,2,2,6.88,3.89,1,2,0,CSE,Not Placed,
8.98,85,79.67,72.87,73.16,1,3,9.18,7.26,2,1,0,CSE,Placed,10.71
6.32,89,65.38,63.43,76.36,1,1,3.82,5.77,1,0,0,IT,Not Placed,
7.12,129,76.82,63.92,78.54,1,2,5.77,3.15,0,2,0,CSE,Placed,6.58
5.8,89,75.75,79.73,75.7,1,6,5.31,5.38,0,1,0,CE,Not Placed,
7.29,104,77.57,78.69,78.19,1,1,5.9,7.25,0,1,0,ECE,Placed,6.54
7.58,86,57.33,76.63,80.41,2,0,5.16,5.0,0,0,0,EE,Placed,5.49
6.6,109,90.3,78.49,69.65,1,2,6.53,7.9,0,0,0,ECE,Not Placed,
7.75,107,80.5,74.08,81.12,0,0,3.63,3.59,0,1,0,ECE,Placed,5.69
6.93,112,66.52,84.86,70.07,1,3,6.77,3.97,0,0,0,CE,Not Placed,
7.52,93,78.52,98.52,65.14,1,4,5.31,6.78,0,2,0,ECE,Placed,6.08
7.76,87,52.07,70.7,90.21,2,2,6.42,10.0,1,1,0,CSE,Placed,6.37
7.15,109,75.47,76.31,64.81,0,3,3.7,5.86,3,0,0,ECE,Not Placed,
5.55,70,81.67,71.0,69.37,0,1,5.05,4.71,0,0,0,ECE,Not Placed,
5.79,115,87.06,96.68,55.66,0,2,7.73,5.22,0,2,0,IT,Not Placed,
6.41,113,83.31,100.0,79.66,1,3,7.01,8.6,1,2,0,CSE,Placed,7.07
7.84,86,89.68,100.0,59.98,0,0,1.15,8.29,0,1,0,ME,Placed,4.31
7.41,115,78.79,91.82,72.76,4,2,5.47,9.04,0,1,1,CSE,Placed,7.72
7.89,91,71.83,76.89,67.11,0,0,6.14,5.9,1,0,0,IT,Not Placed,
6.86,103,72.79,75.0,58.43,0,1,5.9,4.88,0,0,0,IT,Not Placed,
6.53,137,72.76,74.17,54.87,2,1,8.96,4.36,1,0,2,CSE,Placed,8.1
7.23,109,69.75,87.61,67.83,0,5,6.79,2.61,2,2,5,CSE,Not Placed,
5.27,96,75.75,71.16,67.11,1,0,8.69,4.18,2,1,0,IT,Not Placed,
7.85,90,87.96,94.97,87.4,0,1,9.61,6.96,0,0,0,CSE,Placed,8.11
7.8,93,75.99,81.8,84.46,0,2,6.79,6.75,1,0,30,ECE,Placed,7.17
7.99,86,84.9,99.21,84.46,0,0,6.94,6.24,1,0,0,EE,Not Placed,
4.56,130,75.81,71.62,66.29,2,1,7.67,5.98,1,3,0,EE,Not Placed,
7.61,102,85.58,64.59,67.26,0,1,5.78,3.17,1,1,0,EE,Placed,5.6
6.87,102,74.97,60.63,70.37,1,3,6.19,2.48,1,1,0,CSE,Not Placed,
7.69,82,81.04,89.88,64.26,1,2,6.57,5.08,0,1,0,CSE,Placed,5.58
7.43,116,87.8,91.96,70.74,1,5,3.82,7.45,0,1,0,EE,Placed,3.95
7.52,103,70.84,82.59,79.08,1,3,6.21,8.43,0,2,0,CE,Placed,6.9
6.55,96,83.32,68.29,69.17,0,4,7.23,6.82,0,1,0,ECE,Placed,6.21
6.76,125,84.41,67.79,67.88,0,3,5.93,8.18,1,0,0,CSE,Placed,6.09
6.18,85,61.54,66.98,50.42,4,2,3.74,4.46,0,2,0,CE,Not Placed,
6.66,97,79.98,76.45,66.86,1,3,5.98,7.13,2,1,0,ECE,Not Placed,
8.34,101,66.73,78.78,64.15,0,3,4.27,2.8,1,3,2,CE,Placed,6.41
5.75,83,74.13,76.41,77.02,0,2,2.57,3.32,1,0,0,IT,Not Placed,
7.38,130,71.58,69.46,67.38,0,1,8.23,2.85,0,4,0,CSE,Not Placed,
5.75,104,96.31,62.37,71.86,2,0,6.93,5.33,0,2,0,CSE,Placed,5.14
6.25,102,67.98,69.14,63.76,0,4,9.94,3.69,0,0,0,CSE,Placed,9.4
6.21,112,85.91,75.7,75.66,0,8,3.29,8.26,0,0,0,IT,Not Placed,
6.24,96,59.16,58.24,74.77,2,0,0.96,6.92,0,0,0,EE,Not Placed,
7.03,96,89.72,100.0,78.28,0,0,3.98,6.92,0,0,0,ECE,Not Placed,
7.79,118,78.82,81.2,84.98,5,3,4.93,,0,1,3,CSE,Placed,9.01
7.08,104,82.39,84.33,74.27,1,1,3.78,7.34,1,0,2,IT,Placed,5.1
8.46,114,76.58,72.91,83.59,1,4,2.56,7.89,0,1,0,CE,Placed,6.84
8.25,106,78.05,91.34,71.73,1,2,8.72,6.72,1,2,11,ME,Placed,7.88
4.23,106,86.63,73.11,67.64,0,4,7.12,6.7,1,1,0,CE,Not Placed,
7.49,115,71.14,59.29,59.17,2,2,9.7,7.41,0,1,0,EE,Placed,6.65
5.73,101,90.24,70.76,76.28,2,3,6.51,4.93,0,3,0,CE,Not Placed,
9.25,111,84.0,81.45,69.38,1,5,6.29,6.0,0,4,0,CSE,Placed,10.22
5.66,74,88.28,79.76,66.1,3,3,2.82,6.75,1,1,0,IT,Not Placed,
7.86,95,85.05,64.71,74.36,1,4,5.43,5.18,0,0,10,IT,Placed,6.35
7.9,117,85.09,62.44,76.0,0,2,6.25,7.33,0,2,0,ECE,Placed,6.18
5.78,89,80.82,89.12,55.09,2,4,4.59,8.27,0,0,0,IT,Placed,5.28
5.82,88,87.36,67.44,86.97,3,1,8.0,7.56,1,0,0,ME,Placed,5.79
8.11,112,67.28,100.0,81.37,1,2,10.0,9.57,0,0,0,ECE,Placed,9.86
6.27,105,69.38,81.2,83.97,0,4,4.86,7.39,1,1,0,CSE,Not Placed,
6.41,94,73.51,74.32,67.72,1,1,4.47,4.89,0,1,0,CSE,Not Placed,
7.98,95,77.29,58.58,68.97,1,3,6.88,4.6,1,0,9,CSE,Placed,8.37
6.36,102,87.56,75.35,69.97,0,3,5.24,4.07,1,0,0,IT,Not Placed,
7.8,110,90.66,63.31,73.18,1,3,7.3,5.94,0,2,0,CSE,Not Placed,
6.37,101,79.25,81.98,66.06,3,4,2.7,4.07,0,1,0,ME,Not Placed,
6.08,101,70.47,86.95,87.64,3,1,4.79,6.14,1,3,0,IT,Placed,6.98
7.27,77,83.03,70.38,81.59,1,6,7.91,8.89,0,4,0,EE,Placed,7.34
6.46,89,96.87,71.84,80.28,2,6,5.12,8.09,0,1,0,IT,Placed,5.2
7.48,85,78.76,82.6,61.29,0,2,7.58,7.27,1,2,0,IT,Placed,8.43
8.15,76,69.5,94.61,71.22,1,1,4.5,4.93,0,2,0,EE,Not Placed,
4.99,115,77.59,72.51,68.42,1,3,5.86,6.92,0,0,0,CSE,Not Placed,
6.46,127,83.19,79.65,64.13,4,1,6.24,8.46,0,1,0,IT,Placed,6.11
4.32,87,76.15,89.31,69.87,1,1,6.86,6.59,0,2,0,CSE,Not Placed,
5.66,96,59.64,55.64,61.18,1,3,4.42,4.15,0,1,0,IT,Not Placed,
7.38,95,63.44,46.7,78.49,2,0,4.34,10.0,0,1,0,CSE,Placed,6.64
8.01,106,83.32,92.71,65.67,2,3,5.5,4.92,1,2,12,CSE,Placed,9.91
5.88,98,71.38,67.93,68.58,4,0,7.89,4.54,1,1,0,IT,Placed,6.18
7.74,102,75.23,60.76,69.51,1,2,6.94,4.64,2,0,0,EE,Not Placed,
7.86,96,65.47,90.28,82.06,2,2,8.46,10.0,0,0,0,ME,Placed,7.14
7.1,118,76.1,80.01,65.65,4,4,8.22,5.45,0,4,0,ECE,Placed,8.79
8.33,77,99.5,49.63,69.37,2,2,7.77,6.08,0,1,0,ECE,Placed,8.38
6.62,93,94.31,78.46,88.61,1,1,1.25,4.56,0,0,1,IT,Placed,4.48
7.26,91,86.07,71.8,73.24,0,0,7.35,8.92,2,2,0,ECE,Not Placed,
7.56,96,91.97,85.32,78.62,3,3,7.54,5.41,0,1,0,IT,Placed,8.25
6.26,101,78.19,72.4,62.6,2,1,5.02,7.95,1,0,0,IT,Placed,5.55
8.19,82,77.56,67.58,87.43,2,3,6.88,4.0,0,1,0,IT,Placed,6.72
7.42,89,78.06,80.99,66.1,1,3,5.86,5.09,0,1,0,IT,Not Placed,
8.24,86,82.48,84.76,60.88,3,3,3.33,,0,0,0,ECE,Not Placed,
6.69,85,78.3,100.0,81.1,1,1,8.92,6.4,0,0,0,CE,Not Placed,
8.96,110,68.82,70.88,63.78,2,2,4.47,7.34,2,0,8,IT,Placed,7.88
7.87,98,80.59,83.28,67.55,2,3,8.19,8.53,0,4,0,CE,Placed,6.65
6.37,129,83.39,62.4,80.06,0,0,2.22,5.83,1,2,0,IT,Placed,2.88
8.54,110,86.11,67.68,86.26,0,1,7.05,,0,1,0,ME,Placed,6.02
9.47,115,84.21,99.61,70.57,1,1,6.12,9.38,0,0,0,ME,Placed,8.0
